data,stayingpower,texture,smell,price,colour,shipping,packing
"Fast delivery, careful packaging, super nice lipstick and very pretty color ?",,positive,,,positive,positive,positive
"Fast delivery, good product quality, well packaged, photos and videos are for coin recognition purposes only …sjdsdjaofhaigfafafjasifoafisofiasofisofisaofiasofiasofisofisaofisoàiasofisaofisaof",,,,,,positive,positive
"So pretty, I thought it was red and black but it's a bit orange :((((((())doêebejebvdkdjnebejeebbeebebebebrbdbff c. rjejjebdbfne",,,,,negative,,
Texture: good,,positive,,,,,
"The product is delivered quickly, the quality is good, the price is good, the lipstick color is not very even when applied on the lips.",,,,positive,negative,positive,
"The lipstick is very good quality and the color is very beautiful on the lips, the color is exactly what I wanted? I often have dry lips, but using this lipstick makes it feel better The lipstick is very sturdy in the hand and the shell is super pretty",,positive,,,positive,,
"Cheap price, smooth lips, non-sticky lipstick, skin color, suitable for trend, carefully delivered",negative,positive,,positive,positive,neutral,
"The lipstick has a small design and like candy. I find the moist texture of the lipstick looks very pretty when applied to the lips. Once it dries, it becomes more matte.. without eating or drinking, it lasts for about 5-6 hours. Base after fading, light color, cheap price but ok lipstick quality.. If you want beautiful lipstick, you also have to diligently take care of your lips :)))",positive,positive,positive,positive,,,
"I really like these 2 BBIA colors. They look so beautiful on my lips. I bought the burnt orange and earthy orange colors. Especially, it's super matte and even after eating it, the lipstick still has a beautiful color base on the lips. Because the lipstick is matte, you should apply Vaseline before applying it so it looks beautiful so you don't have to worry about your lips drying out",positive,,,,positive,,
Cheap and nice,,,,positive,,,
Uses: hunting for sales so the price is very reasonable Texture: smooth lipstick without clumping and extremely easy to apply Color fastness: long-lasting color,positive,positive,,positive,,,
Its color is so adorable that it's hard to describe. Images and videos are for coin-receipt purposes only.@/929?/?@]+*\?\>$&jegvwnakakwondckwospznbb,,,,,positive,,
"The shell is beautiful but the quality is not the same After painting, I can't spread it anywhere else After kneading the dough, it was all powder The smell is not fragrant Why do those guys praise me so much? Really strange ?",,negative,negative,,,,
"The shop's gifts are always genuine products, but the price is very high for students who really like these two colors",,,,positive,positive,,
"There is a faint floral scent in the lipstick, the tint is soft and smooth, easy to spread and also wears off quickly =) The color suits all skin tones and evens out tooth tones :))",negative,positive,positive,,positive,,
"The quality of the dry lipstick is very, very dry on the lips and has little scent like the lipstick I bought from the store",,negative,negative,,,,
"I bought 2 colors 402 and 404, one is earthy orange and the other is wine red, I think it's ok, the lipstick is very fragrant.",,neutral,positive,,positive,,
"Beautiful lipstick, smooth lipstick quality, very good. Wiping it over, I see the remaining tint layer like this, but I don't know if it's on my lips. Worth the money!",,positive,,positive,,,
Delivery is super fast. I haven't tried it yet so I don't know so I'm lucky it didn't break anything,,,,,,positive,
"Nice packaging, fast delivery, bought as a gift for a friend so I don't know if it's ok or not",,,,,,positive,positive
The lipstick is very beautiful. The chocolate smell is very fragrant. The lipstick is smooth and the color is very beautiful,,positive,positive,,positive,,
"The shop delivered quickly and also sprayed the fragrance. I like it. I can check the lipstick, but I bought it as a gift for a friend, so I only opened it to see if I could the color:(((",,,positive,,neutral,positive,
"Due to the epidemic, delivery took a while. Lipstick quality is good compared to the price. Quite stubborn. The pretty lipstick color is very suitable for winter",positive,,,positive,positive,neutral,
"The shop delivered the right color, the lipstick has the right color, easy to use, but the lipstick is a bit dry",,negative,,,positive,,
"The color is beautiful and the packaging is also beautiful and sturdy The lipstick is smooth but easy to wear, mix with another type for beautiful color",negative,positive,,,positive,,positive
"Visually, everything looks very good even though the price is very reasonable…however, the lipstick is quite stinky and the smell is very unpleasant.",,,negative,positive,,,
"The matte color is a bit powdery on the lips, use primer to apply it perfectly ? delivery took too long so buy it on sale and it's still 70k..",positive,negative,,positive,neutral,negative,
"The price is a bit long, but the color is okay. I bought it on sale so I feel satisfied",,,,positive,positive,negative,
"Product packaging is safe, fast delivery, good quality .",,,,,,positive,positive
The lipstick color is beautiful but perhaps more suitable for those with slightly lighter skin,,,,,positive,,
"The shop has fast delivery in 3 days, the lipstick box is probably distorted due to transportation but the lipstick is not damaged, the lipstick good and brightens the skin on the lips but if left for a long time it will dry out the lips a bit, the lipstick is earthy red with a hint of orange.",,negative,positive,,positive,negative,
"Hunt for a sale at a slightly cheaper price. Quality is ok, doesn't dry my lips. I tried it, but I don't understand why the dark color looks so pretty on my lips",,,,positive,positive,,
"Uses: beautiful color Texture: beautiful Color fastness: matte, smooth Beautiful color, smooth matte cream, fragrant smell…",positive,positive,positive,,positive,,
"The pink color is not exactly like the picture, but the orange color is quite ok, the quality is also quite light when tested on my hand, I had to paint it back and forth 2 or 3 times, the smell is quite unpleasant and not fragrant :(",,,negative,,neutral,,
"This is really great hi, securely packaged, very worth the money hihihihiihi",,,,positive,,,positive
"Uses: hair color Color fastness: 8/10 The independence we pursue is a type of freedom of the soul, doing what we like in the time we want, without waiting for anyone's permission.",positive,,,,positive,,
"Uses: beauty Texture: good, quality Color fastness: quite good The lipstick color is very beautiful, my skin is a bit dark but the color is very pretty, the lipstick has a light scent, the lipstick is smooth and a bit difficult to spread. If your lips are easily dry like me, you should use a layer of lip balm first. First time buying and very satisfied. Support the shop next time",positive,positive,positive,,positive,,
"Correct color delivered, lipstick has a good smell, fast delivery ?",,,positive,,positive,positive,
"Great product quality for the price, sturdy product packaging, and a free acne peeling pad",,,,positive,,,positive
The color is darker than on the sample. I bet on the last bit of red and I'm a little scared :(( Hunting for cheap sales,,,,positive,negative,,
"Color fastness: 6/10 Moisturize your lips first, ladies. Really dry lips. Nice color. For orange-haired ladies like me",positive,negative,,,positive,,
"Beautiful, smooth lipstick. I haven't tested it yet so I don't know if it's durable or not. I've used this type before so I should consider buying it. Hope the quality is the same",neutral,positive,,,,,
Beautiful lipstick color. Photos and videos are unrelated …,,,,,positive,,
"Removes makeup cleanly without drying the skin, the lipstick has a beautiful color, I bought it for the second time, the smooth lip balm can be used overnight and in the morning it also exfoliates dead skin.",,positive,,,positive,,
Beautiful and genuine packaging Hciciyfutfufyigugvigufugtdugihojbih,,,,,,,positive
"Pictures are for reference only, the lipstick color is not the same as the picture but the lipstick is smooth, silky, and doesn't dry out the lips",,positive,,,negative,,
Scented lipstick has the right color. Reasonable price. Buy it and change it ok,,,positive,positive,positive,,
"I really like the color I bought, overall it's",,,,,positive,,
"Beautiful product, good quality, makes your lips soft and beautiful, thank you very much store",,positive,,,,,
"Super fast delivery, carefully packaged The lipstick color is beautiful and fragrant",,,positive,,positive,positive,positive
Waiting for international shipments can take a while But I received the product very well ?,,,,,,negative,
"Shop carefully packaged, fast delivery, very good products, affordable for students, super cheap on sale too.",,,,positive,,positive,positive
"Carefully packaged, fast and complete delivery, I am very satisfied with the product, and received a gift from the shop, giving the shop 5 stars",,,,,,positive,positive
"The product is cheap and beautiful, so everyone should buy it",,,,positive,,,
"Goods ordered in the South are faster than orders in Hanoi ? In general, I buy a lot from this shop so trust is the main thing. Everyone just buy it.",,,,,,positive,
"The lipstick is thick so it must be spread quickly, smooth, but not matte, and the smell is a bit harsh but not too unpleasant.",negative,positive,negative,,,,
"Delivery is quite fast, color is ok and smell is quite good hahhahahahhahahahahah",,,positive,,positive,positive,
The product is very good and the lipstick color is also very beautiful. Everyone should buy it. The light color is also good,,,,,positive,,
"Beautiful lipstick, beautiful color, super cheap sale, fast delivery",,,,positive,positive,positive,
Carefully packaged and delivered quickly. The color is super beautiful ?,,,,,positive,positive,positive
"Texture: beautiful jd Color fastness: good Product quality matches the price, fast shipping, careful packaging, and images are for coin receipt purposes",positive,positive,,positive,,positive,positive
My friend bought the lipstick first and liked it quite okela so I just bought it! The color is very beautiful,,,,,positive,,
Bought lipstick for a friend's birthday so I couldn't take a photo of it. But my friend said the color is beautiful.,,,,,positive,,
"The lipstick is cheap but has great quality, you should buy it, color 301 is better than 204",,positive,,positive,positive,,
"The lipstick color and quality are so beautiful that I bought two for backup. Overall, I like it very much. Will have next time?",,,,,positive,,
"Use: lipstick Texture: beautiful Color fastness: matte lipstick The color is true to the model, it's so pretty I should buy it",positive,positive,,,positive,,
"My camera's color is still a bit off, but the lipstick color is very beautiful. After wiping with regular paper, there is still a color on the lips.",positive,,,,positive,,
"The lipstick color is super beautiful and the price is cheap, give the shop 5s. But the lipstick is not permanent, anyone who wants to apply it once, please tell me, I don't think so, so bring it along and if it wears off then reapply the lipstick. If only it were like this then this lipstick would be ok.",negative,,,positive,positive,,
International goods may take a while to deliver. The lipstick is quite fragrant but the outside smell is a bit unpleasant. Nice color,,,negative,,positive,negative,
Images are for coin recognition purposes only The lipstick is very genuine and bought on sale so it's cheap. Next time I'll buy it again,,,,positive,,,
"- The packaging is pretty and sharp, but the lipstick is a bit light to hold - The lipstick has a fruity scent but is a bit chemical - The lipstick is soft and smooth, easy to apply, does not weigh down the lips or dry them out - The color is brighter than in the picture, almost pure red - Lipstick dries quickly, so when applying lipstick, you need to blend it quickly - Moderate toughness, not too long",positive,positive,positive,,neutral,,positive
"The test color is quite beautiful, but on the lips it has a slightly pink base, probably depending on each person's lip color The lipstick is smooth, fits the lips but not very matte, a bit dry so I pay attention to lip care, fragrant vanilla scent",negative,neutral,positive,,positive,,
The shop carefully wraps the goods and delivers the correct products Will continue to support the shop,,,,,,,positive
"Uses: ? Texture: ? Color fastness: ? The color is so pretty, man I bought it a second time and still like this color the most The lipstick has a light scent that I like Every delivery time is so long",neutral,neutral,positive,,positive,negative,
"The color is beautiful but the smell is not very good =))))))) like the smell of sour chocolate, it's very strange =))))))))))",,,negative,,positive,,
Buying for the 3rd time r. I really like the design of the lipstick even though the texture is quite easy to wear off,negative,neutral,,,,,
Great product. I like it very much. Goods securely packaged. Everyone go buy ?,,,,,,,positive
The lipstick color is so pretty. quite matte on the lips. The minus point is that it is a bit difficult to spread firmly due to being too sticky,positive,negative,,,positive,,
"Ahehe, the color makes me want to faint, I don't dare criticize anything hihi hihi hihi hihi",,,,,positive,,
Delivery takes a little bit longer Package carefully Goods are similar to the photo,,,,,,negative,positive
"The picture is not relevant because I was too lazy to take it :))) fast delivery, carefully packaged. item as described. Give the shop 5 stars",,,,,,positive,positive
"The delivery was fast, but probably due to the shipping process, the box looked a little ""deformed"". The lipstick looks orange-red on the hand, not a bit brown like in the picture, but on the lips, it doesn't have the slightest hint of brown, it's just like dark red.",,,,,negative,positive,
The product is okay compared to the price. The lipstick color is often powdery. Fast delivery. The mask has not been used yet so I cannot rate it?,,negative,,positive,,positive,
"Medical products. Lipstick color is also ok. In general, I will still support the shop next time",,,,,positive,,
Uses: lipstick Texture: beautiful Product quality is great,,positive,,,,,
"The product has a beautiful color, looks like the photo, delivery took a while, will continue to support",,,,,positive,negative,
Fast delivery carefully packaged. Buy at the mail shop so you can rest assured about the quality of the product dbdn dkkeejeknejsodksnklwb,,,,,,positive,positive
"The lipstick is quite matte, the color is beautiful, but the smell is a bit and the delivery takes a while compared to other international shops",positive,,negative,,positive,negative,
"The product is well packaged and the lipstick color is of the right quality, quite satisfactory but not fragrant",,,negative,,positive,,positive
"Uses: makeup, light makeup, facial contouring Texture: regular Color fastness: good color The lipstick is very pretty, beautiful design",positive,positive,,,positive,,
I haven't used it yet so I don't know the quality. It was packaged carefully. The lipstick box has a barcode and the wrapping paper looks genuine.,,,,,,,positive
Goods ok. Fast delivery Goods ok. Fast delivery Goods ok. Fast delivery,,,,,,positive,
"Good product, fast delivery, hunting for sales so the price is cheap",,,,positive,,positive,
The right color,,,,,positive,,
"Beautiful lipstick, good color, delivery took a while, well packaged, overall ok..",,,,,positive,negative,positive
"The lipstick color is beautiful, not sticky. Long lasting, but very smooth. Everyone should buy, I hunt for sales so it's cheap but really good",positive,positive,,positive,positive,,
The lipstick has a beautiful color and is smooth like velvet…:::…,,positive,,,positive,,
"Color 101 is quite similar to the photo, a bit so it's picky about skin tone, while color 301 is a rose red color like dark wine red, but not orange. The lipstick is smooth, not matte.",negative,positive,,,positive,,
"Standard color, reasonable price, shop delivered the right product",,,,positive,positive,positive,
"The lipstick is smooth, quite matte, of chocolate, fast delivery nma kbiet is it genuine so I'm a bit worried ?",positive,positive,positive,,,positive,
"The color is beautiful, but it's powdery and needs to be fixed. Delivery is neither fast nor slow",,negative,,,positive,neutral,
The color is very pretty on my skin but it doesn't last as long as I thought ? very pleasant :))) and I don't like velvet lids because they get dirty easily,negative,,positive,,positive,,
"so beautiful Reasonable price Brown red color (01) is very pretty, worth the money and fast delivery too",,,,positive,positive,positive,
"Carefully packaged product, super fast delivery, outstanding lipstick quality, fragrant scent",,,positive,,,positive,positive
"I have bought this lipstick 3 or 4 times. Even though it is cheap, the quality is very smooth and the color is super beautiful.",,positive,,,positive,,
The lipstick is very matte. It's also cheap and the lipstick packaging is very flattering. I bought it twice already,positive,,,positive,,,
Pretty lipstick. Get the right color. Fast delivery. I forgot to take a photo of my lipstick on Facebook so I took these photos for now,,,,,positive,positive,
"The product is good, the price is cheap, the lipstick well and doesn't rub off or smudge",positive,neutral,,positive,,,
"Isn't it so beautiful? It looks really mesmerizing, the lipstick is beautiful from both the shell and the texture",,positive,,,,,
"The lipstick is very pretty, the makeup remover is ok, the shop delivered quickly",,,,,,positive,
I mistakenly set the color 38 to 35 ? so I had to reset it huhuhuhuhuu,,,,,negative,,
"The lipstick is beautiful, smooth, nourishing, and heavy-duty When I bought it, the color was a little more pink than red. It's very beautiful, the smell is not fragrant",,positive,negative,,positive,,
"Good product, slightly unpleasant smell, beautiful color, good price. (color 02)",,,negative,positive,positive,,
The lipstick is as beautiful as the picture Delivery took a bit long. I should buy it…,,,,,,negative,
Good product with standard color Worth buying Fast delivery Pack carefully,,,,,positive,positive,positive
"Buy from the mall so you can rest assured, there is no need to discuss the quality of bbia lipstick, the lipstick is smooth, smooth on the lips, has a pleasant scent, anyone who likes red, orange tones with a little more earthy tones, then color 24 is the best choice for everyone. Even though this version 5, color 25, is the best seller, I still like color 24 better",,positive,positive,,positive,,
"Very good value for money, fast delivery and securely packaged",,,,positive,,positive,positive
"This color 23 has a super pretty brown sheen. Apply a light layer on the lips for a really natural color, darken to a very beautiful deep brown. Lipstick also lightens lips and blurs lip lines",,positive,,,positive,,
It took a while but the lipstick is beautiful and the shell is so cute hehe it's,,,,,,negative,
"The lipstick is so beautiful and the color is so pretty, but I haven't taken a picture yet so I'll give you a picture for some money ?",,,,,positive,,
"You should consider before buying because I think the color 21 on my lips is not like the color in the picture, on my lips it turns out a very dark pinkish purple color (applied in many layers), but when applied thinly it will turn out 10 o'clock pink, without any red color.",,,,,negative,,
Uses: Lipstick Color fastness: depj,neutral,,,,,,
Uses: cover the body of greed Texture: mem min Color fastness: sour test Pack carefully The lipstick box is so pretty The body shell of the lipstick is simple and dethuong Light fragrance I'm too lazy to test it :(((,neutral,positive,positive,,,,positive
Uses: beautiful Texture: beautiful Color fastness: 100% Excellent product quality. Pack the product beautifully and securely. Very worth the money,positive,positive,,positive,,,positive
"The lipstick color is beautiful, very pretty, long lasting, very fragrant like chocolate",positive,,positive,,positive,,
"Luxurious and smooth lipstick? the shop packaged it carefully and pampered, will support it for a long time!",,,,,,,positive
"The lipstick is very pretty, everyone, the tube is a bit smaller than I thought, the lipstick is soft and fragrant, the shop also gives away masks and acne removers.",,positive,positive,,,,
"Uses: sOn ok Texture: smooth, creamy lipstick Color fastness: okay The lipstick is very pretty at a foreign store so delivery took a while",positive,positive,,,,negative,
"The lipstick is beautiful, the price is very affordable, the packaging looks very good, the color of the lipstick is very good on the lips",,,,positive,positive,,positive
"The lipstick is very beautiful, the quality is soft and the lipstick cover is also quite fragrant. Overall, I like it",,positive,positive,,,,
"The lipstick is smooth, matte, has a grape scent, good color, fast delivery. Should buy",positive,positive,positive,,positive,positive,
"The product is very beautiful, the lipstick is very smooth and the mixture is very nice, so it's cheap to buy but it's very durable and won't wear off all day. 5 stars ?",positive,positive,,positive,,,
Color fastness: o Comment is only for receiving coins ? Super fast delivery,negative,,,,,positive,
"Beautiful necklace, beautiful lipstick color but the smell is a bit unpleasant The shop's price is reasonably cheap, but Shippers like cc :)) always charge 2k more than the amount they need to pay for the order and refuse to understand :)) I should buy to support the shop",,,negative,positive,positive,negative,
"If you want to buy Shopee products, especially from the shop. but really still have to subtract stars. Even though I know it's due to the shipping company. It's been a while, but it's been a long time since I wanted to buy it",,,,,,negative,
Lipstick softens lips but fades quickly. Color is a bit pale. ? ?,negative,positive,,,negative,,
Beautiful model. The color is perfect and beautiful. The lipstick is a bit powdery but ok. Suitable price,,positive,,positive,positive,,
"It's so beautiful, it's so beautiful, the lipstick color is so pretty, everyone should buy it, I support you so much, I'll buy it again next time",,,,,positive,,
"Beautiful color, worth buying",,,,,positive,,
"The lipstick has a velvety texture so it feels smooth and light on the lips, but it dries quickly, so it's super pretty to use as a base for other lipsticks.",,positive,,,,,
"The lipstick color is very nice, it's just that it's not matte, but for the price it's ok",negative,,,positive,positive,,
"I really like it… Fast delivery,…mm…",,,,,,positive,
"Fast delivery, nice sturdy packaging. Super pretty lipstick color ? shop mall so rest assured about the quality",,,,,positive,positive,positive
"When I bought a tree before, I had to say it was beautiful, so I bought it again. I bought several orders at the same time, but this shop's order arrived first, so compared to international shops, this shop has fast delivery.",,,,,,positive,
"Beautiful color, fragrant and scent =))) worth buying",,,positive,,positive,,
son siêu xinh tôn da mà có l?p bóng nh? n?a. fragrant. The date is 100 minutes long,,positive,positive,,,,
The image is for the purpose of receiving coins. The store packaged carefully. Translation but delivery is quite fast. Beautiful smooth lipstick.,,positive,,,,positive,positive
"Huhuhu the shell is really beautiful, the color is also beautiful, ?",,,positive,,positive,,
Beautiful lipstick worth the money The packaging of the shop is also very nice It's just that the goods took a while to arrive,,,,positive,,negative,positive
"Beautiful lipstick, beautiful color, poorly packaged. Super long delivery, 1 month to receive the goods",,,,,positive,negative,negative
"Excellent product quality, fast delivery, sturdy packaging",,,,,,positive,positive
"Sorry for the unrelated photos and videos ^^ I was going to buy it to play with velvet, but it's quite pretty, except that it doesn't smell very fragrant, everything is ok",,,negative,,,,
"The lipstick color is not like the picture, the lipstick quality is good and worth the price",,positive,,positive,negative,,
What a beautiful lipstick. I was on sale so I bought it at a super cheap price and delivered very quickly,,,,positive,,positive,
"Beautiful lipstick, fast delivery (images and videos are not related to the product)",,,,,,positive,
Beautiful and beautiful goods. The smell is very sweet. The color 302 is so beautiful. Will support a lot. Also gave a beautiful gift,,,positive,,positive,,
"The color on the lips is very beautiful, cheap but very good quality, worth buying Color 101 is very beautiful for school use",,,,positive,positive,,
"The shell is a bit small, the color is pretty, it looks pretty on the lips. After testing it on my hand, I removed the makeup and rubbed it vigorously to get it clean",positive,,,,positive,,
"The shop is very reputable, everyone should support the shop, the only drawback is that the delivery takes a while",,,,,,negative,
The color is so beautiful ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,,,,,positive,,
"I really like this lipstick. It's smooth, has a nice scent, and the color is beautiful",,positive,positive,,positive,,
"This is the 3rd time buying the product so I don't need to say much about the quality, the packaging this time is even sturdier than the previous times. Love the scary belly",,,,,,,positive
"Delivery took a while, but the lipstick is ok, it's so smooth on the lips",,positive,,,,negative,
"The color is just like the photo, the texture is very moisturizing. The store delivered quickly and carefully. I've bought a lot of Merzy and still like Merzy the most in general.",,positive,,,positive,positive,
"The packaging of the product is very sturdy, the box looks very luxurious, color 501 is the color at the bottom, in my opinion, this color is different from the photo like coral pink, 301 is the color in the middle.",,,,,neutral,,positive
"The color is very beautiful, carefully packaged, but delivery takes too long ? but it looks very good",,,,,positive,negative,positive
"The goods arrived intact, I was afraid that the sale shop would deliver the wrong color but luckily it was still correct ? Bigger than I expected",,,,positive,positive,,
The lipstick is very beautiful and has the right color so you should buy it,,,,,positive,,
"The lipstick color is beautiful, the quality is very good, but I'm sorry that the lipstick color doesn't match my lips…",,positive,,,negative,,
"The packaging of the product is good,,,,, the lipstick is also okay",,,,,,,positive
"Finally received the goods, waited forever. Haven't tried it yet so don't know the color",,,,,neutral,negative,
"Beautiful, smooth lipstick. It so good, sisters. Product works ok",,positive,positive,,,,
"When I first noticed the lipstick, I found that the color of the liquid lipstick was a bit dark even though I only applied a thin layer. The lipstick is very durable and suitable for party occasions. As for the students, you should choose a color that looks a little brighter red so that when you receive the goods, the color will look much better.",positive,negative,,,negative,,
Lipstick looks beautiful! The smell isn't very fragrant but the sale is 70k so don't ask for anything! The image is for the purpose of receiving coins,,,negative,positive,,,
"Fast delivery, smooth powder, better packaging than ever",,,,,,positive,positive
"The lipstick color is just like the picture, no different, smooth and not heavy on the lips like other cream lipsticks I use, I bought it to try as a base lipstick, but with this price and quality, next time I will try another color, the lipstick like chocolate :v",,positive,positive,positive,positive,,
"Delivery took a while, product packaging was sturdy, lipstick is quite beautiful.",,,,,,negative,positive
"The color is pretty, very trendy but it doesn't last long, so you have to reapply it many times",negative,,,,positive,,
The lipstick is not very smooth,,negative,,,,,
It's super beautiful. It's very smooth and fragrant when applied. Everyone should buy and support the shop ?,,positive,positive,,,,
"The lipstick is pretty but it's a bit small, it's okay to have a little, the lipstick is smooth and velvety and wears off quickly. I bought the color I chose to use as a base",negative,positive,,,neutral,,
"Beautiful - Smooth but not very fragrant, color is nice but the lipstick is not sturdy at all",,positive,neutral,,positive,,
"The product is securely packaged, the product packaging is beautiful and delivery is about 10 days",,,,,,neutral,positive
"The lipstick color is ok, if you buy 2 tubes, the store will give you 1 extra lipstick",,,,,positive,,
Fast delivery. Package carefully. Product is good to use. Thank you shop.,,,,,,positive,positive
"The shop packaged securely, the product was beautiful and the delivery took a while. It took 17 days to receive it, probably because of the epidemic. I still support the shop and give it 5 stars.",,,,,,negative,positive
The shop packs the goods carefully. Fast delivery. A25 lipstick color is very pretty :)),,,,,positive,positive,positive
Uses: great Texture: fragrant Color fastness: beautiful color The lipstick is beautiful and like candy… It took a long time to deliver,neutral,neutral,positive,,positive,negative,
"Use very good quality lipstick, beautiful color, very smooth lipstick, shop",,positive,,,positive,,
The lipstick is ok in color and has a chocolate scent. I hope the color lasts for a long time. I'm quite satisfied,positive,,positive,,positive,,
"The goods are packaged very carefully, the lipstick quality is beautiful and smooth, and the delivery is also fast. Quality products everyone should buy?",,positive,,,,positive,positive
"Genuine and beautiful lipstick, fast delivery, carefully packaged",,,,,,positive,positive
"Good product, very enthusiastic service shop, soft and fragrant lipstick, very cute shipper ? will support the shop",,positive,,,,positive,
"Compared to the price, it is usable but the color fades very quickly. The color is not very similar",negative,,,positive,negative,,
Son is so petite and beautiful. Next time will be faster. The color is so pretty fjd,,,,,positive,,
"Delivery took quite a while, beautiful lipstick, bought 3 times already, smooth, smooth lipstick, ok color not too matte",negative,positive,,,positive,negative,
Fragrant lipstick. The lipstick quality is faint. It doesn't stick to the lips for long but the color is very beautiful,negative,positive,positive,,positive,,
"The delivery is not very fast but in return the quality is quite good, I will definitely support the shop next time",,,,,,negative,
"Beautiful color, fast shipping, not very matte but smooth on lips, wait a few seconds for the lipstick to dry",negative,positive,,,positive,positive,
"Uses: beautiful color Texture: good, smooth lipstick Color fastness: long lasting Cheap price, good product, I really like it",positive,positive,,positive,positive,,
"The packaging is sturdy, the color is beautiful, the delivery took a while but the quality is good",,,,,positive,negative,positive
"Fast delivery, carefully packaged, fragrant. Lipstick smudges easily and reveals lip lines, this color is suitable for white skin",,negative,positive,,neutral,positive,positive
"Fast delivery, careful packaging, long-lasting matte lipstick and beautiful color",positive,,,,positive,positive,positive
"The lipstick color is beautiful, a bit dry on the lips but not too uncomfortable, anyone with dry lips should consider or take care of it carefully. The design is nice but the lid doesn't feel sturdy.",,neutral,,,positive,,
"hello mn, it's a bit funny, isn't it? I bought 1 eyebrow pencil with 2 lipsticks, the lipstick is very okela, like chocolate and strawberry, and the eyebrow pencil is still very ok nhma my two younger siblings are no different from caterpillars hahahah. Next time I will continue to support you. iluuu",,,positive,,,,
"The lipstick has a beautiful design, looks like the picture, hasn't been opened yet to test, delivery took a long time because it's international.",,,,,,negative,
Received after many days of waiting Pack carefully I haven't used the product yet so I don't know :D,,,,,,,positive
"The goods are very stable. At this price, I don't expect anything more, the cream is not sticky and easy to spread, I admit the brand is great I should buy it",,positive,,positive,,,
"Beautiful lipstick, I like the color very much. Lips are smooth, fragrant, although it fades away quickly, the remaining tint on the lips is also very pretty and if used for a long time, the lips will dry out. I should use more moisturizer",negative,neutral,positive,,positive,,
"The product is very good, the price is reasonable and the product is standard. Support the shop for a long time. The lipstick I bought in color 02 looks a bit pink when applied on my lips (depending on each person's lips).",,,,positive,neutral,,
Beautiful color. The lipstick is soft but the smell is a bit unpleasant.,,positive,negative,,positive,,
I haven't tested it yet so I don't know how the color looks on my lips. I just hope it looks pretty…,,,,,neutral,,
Colors 24 and 25 are excellent It's so worth it Makes lips soft and smooth without drying them out The color is quite standard Keep the color at an average level It doesn't take too long to still have to reapply lipstick But I still love using Bbia because the lipstick quality and color are always top notch,neutral,positive,,,positive,,
Product quality is good Pack carefully and securely Ksnsjanajan grace,,,,,,,positive
"Fast delivery. The packaging is beautiful, looks genuine. The lipstick is soft, smooth and light on the lips. Color 502 is earthy pink and looks youthful, color 302 whitens teeth, and velvet red. Like it ?",,positive,,,positive,positive,
"Lipstick stays on the table for a long time, so applying moisturizer before applying lipstick is beautiful. Delivery took a bit long",positive,,,,,negative,
"Package carefully. Beautiful lipstick color, suitable for price. I like the 503 grind the most",,,,positive,positive,,positive
"Lipstick sale price is super cheap. Delivery is also quite fast, quality is good. But color 003 is a bit too pale and not suitable for anyone who doesn't wear makeup",positive,,,positive,neutral,positive,
The lipstick is so beautiful in and the color v17 brighter than in the picture,,,,,positive,,
The lipstick is so beautiful and so good that everyone should have one for themselves hahahrufjfbji,,,positive,,,,
"The lipstick color is okay but not exactly like the picture It looks beautiful, I bought it for 9k, kkaka",,,,positive,neutral,,
"The product is very good and the delivery took a while due to the epidemic, so please understand. The packaging is definitely fine",,,,,,neutral,positive
"The lipstick color is quite beautiful, the smell is very the lipstick shell is beautiful, the lipstick is smooth, matte, easy to spread, delivery is a bit slow ?",positive,positive,negative,,positive,negative,
"Nice product, lipstick color is also ok and quite smooth. But the lipstick like chocolate, I prefer unscented lipstick. But for this price, the product quality is excellent",,positive,neutral,positive,positive,,
The lipstick color is beautiful but the smell is a bit unpleasant,,,negative,,positive,,
Get the right color,,,,,positive,,
"Uses: lipstick Texture: hhh Color fastness: good .matte The lipstick is smooth and matte. I like it very much, everyone. Chinese products",positive,positive,,,,,
kha la ok mui thom,,,positive,,,,
"The lipstick color is very beautiful, the lipstick is smooth and not dry or powdery. Very satisfied. Next time I will support the shop again",,positive,,,positive,,
"I just bought it and haven't used it much yet, but I have 3 that I like Firstly, the scent of chocolate is light, very pleasant Second, the lipstick is smooth, it feels very smooth and smooth when applied Third, the lipstick color is and beautiful",,positive,positive,,positive,,
"The color is quite beautiful and standard, but it's a little difficult to blend. The smudge is also quite good",positive,negative,,,positive,,
Delivery took a bit long. The lipstick is very pretty and the color is very beautiful so,,,,,positive,negative,
"Beautiful product, carefully packaged and delivered quickly even though it is a foreign product",,,,,,positive,positive
Beautiful securely packaged…,,,,,positive,,positive
"Beautiful lipstick color, fast delivery,",,,,,positive,positive,
"Fast delivery. Enough, correct model. Product as described. Reasonable price. Quality",,,,positive,,positive,
"It took quite a while for the lipstick to arrive, but it was not damaged because of the packaging or because the shop saw that the outer shell was distorted and the lipstick has not been tested yet",,,,,,negative,neutral
Son is very beautiful Very soft Nice packaging too … … Delivery took a while but it's international so it's okay,,positive,,,,negative,
"Fast delivery, very beautiful products, reasonable price, will continue to support",,,,positive,,positive,
