data,stayingpower,texture,smell,price,colour,shipping,packing
"Definitely genuine product everyone, you should buy it, pretty color, easy to spread, lipstick like chocolate, smooth lips ?",,positive,positive,,positive,,
"Delivery is quite fast, cheap and beautiful lipstick, different shipper dethuong. I've bought it a few times but this time it seems the packaging wasn't very good The lipstick only has one layer of shockproof cover and the two ends are not covered. If you tilt it, the lipstick will immediately fall off But the lipstick isn't scratched or anything so I still rate it 5 stars Will support you many more times ?",,,,positive,,positive,negative
"Packed securely, the lipstick is soft and fragrant. Next time will buy again",,positive,positive,,,,positive
"The lipstick doesn't smell good, it's a bit and the color isn't very pretty. It's pretty good compared to the price",,,negative,positive,negative,,
Good. Long ttttt,positive,,,,,,
Haven't tried it yet but the color is so pretty,,,,,positive,,
"Buying for the nth time from shop r always makes me satisfied with the product. Due to international shipping, it will take a while. Pictures and videos are only for chat to receive coins",,,,,,negative,
"You can rest assured that the lipstick is genuine. Delivery about 7 days. This color is a bit dark, it's ok for white skin.",,,,,neutral,neutral,
Son please.. the smell is very fragrant,,,positive,,,,
Chat with excellent product quality with product orders,,,,,,,positive
"The color on the left is 402, the color on the right is 302, very beautiful Color 402 is a bit darker Color 302 is a bit",,,,,positive,,
"Fast delivery, correct delivery and complete sample The shop comes with a beautiful handbag as a gift",,,,,,positive,
"The packaging must be said to be very good. 10/10 The texture of this product is smooth, the lipstick color is like the photo, very pretty. Used as a very nice base layer",,positive,,,positive,,
The product is super beautiful and the color on the lips is super pleasing. I will buy it a lot,,,,,positive,,
Beautiful lipstick color… works ok. Mr. Shipper is so,,,,,positive,positive,
Color fastness: beautiful lipstick fast delivery top,neutral,,,,,positive,
"Delivery took a while, box was a little damaged but delivered the correct color, beautiful color",,,,,positive,negative,
"Uses: lipstick Texture: good Color fastness: good Received product with quick delivery. Thank you very much shop, I will continue to support",positive,positive,,,,positive,
"Good, beautiful lipstick color, smooth and silky, worth buying. Overall, it's ok",,positive,,,positive,,
Beautifully installed in the shop. Especially the lipstick is very matte?,positive,,,,,,
Beautiful lipstick Fresh color Look youthful Ships quickly High rating for this shop is 5 stars ?,,,,,positive,positive,
"Good quality lipstick, cheap price, so there's no need for anything, so that's it",,,,positive,,,
"The clothes are very beautiful, everyone, the delivery is also very fast, the packaging is very sturdy, overall very satisfied (pictures + video are for coin receipt purposes)",,,,,,positive,positive
"Still in translation but the shop delivered very quickly, the product is the right model, the right color, color 403 is very pretty",,,,,positive,positive,
The scent is a bit heavy on the lips. It's beautiful,,negative,positive,,,,
"The image is for the purpose of receiving coins. good and carefully packaged, fast delivery",,,positive,,,positive,positive
"Sonn is cheap and beautiful, good value for money The above image is for coin recognition purposes only",,,,positive,,,
It's super beautiful. You should buy the house Fast delivery Image of coin receiving code,,,,,,positive,
The color is beautiful,,,,,positive,,
"Beautiful lipstick color, delivery took a while. Will support the shop next time. Image is for receiving coins",,,,,positive,negative,
"Scented lipstick with standard color, small and pretty, very cheap, slightly delayed delivery, picture is for receipt",,,positive,positive,positive,negative,
"Packaged carefully, delivery took a little longer, and a free card was given. As for the quality, it's very good",,,,,,negative,positive
"Cjats beautiful lipstick, smooth lipstick, beautiful color and fragrant, everyone should buy it. It's cheap and beautiful, but the delivery is slow.",,positive,positive,positive,positive,negative,
"good, pretty color, fast delivery but the lipstick is a bit dry and difficult to spread",,negative,positive,,positive,positive,
"Uses: xInh Texture: Min Color fastness: quite good The lipstick is super smooth, I really like it. Beautiful from the outside to the inside",positive,positive,,,,,
"The voltage is also stable, the color is ok, the shell is beautiful and looks luxurious, and the price is cheap",,,,positive,positive,,
"The lipstick is quite beautiful, but I don't know what's wrong with the packaging, it's a little oily",,,,,positive,,
"Smooth quality, ok lipstick, fast shipping but after applying I don't like this color because it's too nude huhu",,positive,,,negative,positive,
Lun u's top lipstick color is the fault of late delivery but also because of the epidemic and many problems with beautiful lipstick so I'm sorry.,,,,,positive,negative,
"I like the cheap lipstick, I bought it twice at and it's ok, so I bought it",,,,positive,,,
"The color is so pretty, you should buy it! I bought 403 in burnt orange and 501 MLBB in a very beautiful pink tone, the only thing is that the lipstick a bit bad and this lipstick is tiny, at this price it's reasonable.",,,,positive,positive,,
You have to cover your blemishes or foundation first for your lipstick to look beautiful. But applying it normally on the lips is very dark and old,,,,,negative,,
"The lipstick is very, very, very, very, very beautiful, but it's a bit difficult to apply. I really like the lipstick color",,negative,,,positive,,
The lipstick is very matte. It's also cheap and the lipstick packaging is very flattering. I bought it twice already,positive,,,positive,,,
Uses: lipstick Texture: smooth Color fastness: color is quite similar to the shell,neutral,positive,,,neutral,,
"Uses: snow with water Texture: good Color fastness: long Fast delivery, enthusiastic shipper",positive,positive,,,,positive,
Uses: lipstick Texture: creamy Color fastness: quite nice Packed securely. Foreign products may take a while to deliver.,neutral,neutral,,,,negative,
"I was surprised when I received the lipstick, the lipstick is soft, matte and dry (but still doesn't dry my lips). It a bit chemical and the tip is a bit hard, but for 20k it's too good :3 P/s: images and videos are for illustration purposes only",positive,positive,negative,positive,,,
"Beautiful lipstick Everyone should buy it Good service shop, very good value for money, fast delivery time.",,,,positive,,positive,
"Quality lipstick, everyone should buy it. It's worth it. It's quite ok, so it's ok",,,,positive,,,
"The product is very good, it looks very easy, but each product has the wrong color. Each product takes a while to arrive",,,,,negative,negative,
"The price is cheap, suitable for students' wallets. But I don't like the cream's texture, which is clumpy. The picture is for reference only.",,negative,,positive,,,
"The lipstick is smooth, long-lasting, and the lipstick shell makes you faint when you touch it",positive,positive,,,,,
Lipstick looks beautiful. very pretty packaging. I should buy it. I don't know if I like it because I bought it for you,,,,,,,positive
"The product is securely and completely packaged. The color is brighter than in the photo. The lipstick is smooth and creamy, I love it.",,positive,,,negative,,positive
The lipstick color is exactly what I like :))) arrived before December 24. The song is so accurate kkk,,,,,positive,positive,
"The lipstick has beautiful color, doesn't dry out, and is long lasting Images and videos are for coin recognition purposes only",positive,positive,,,positive,,
"The packaging is pretty, the lipstick like chocolate, the lipstick quality is good, I diligently nourish my lips so when I apply it my lips don't dry out too much, overall it's quite ok.",,positive,positive,,,,
"The color is so pretty, I saw it on tiktok and there was a review so beautiful that I bought it immediately kk",,,,,positive,,
"The lipstick is very pretty, the color is beautiful, the quality is smooth, the price is cheap, I will definitely buy it again",,positive,,positive,positive,,
"Second time buying from this shop, the product is intact but the delivery took a while",,,,,,negative,
Fast delivery. Pack the product securely and beautifully. Lipstick color is as described,,,,,positive,positive,positive
"Super beautiful lipstick, good quality, beautiful color. Buy at a super bargain price…",,positive,,positive,positive,,
"Uses: lipstick Texture: beautiful Color fastness: ok Very nice, cheap too, should",positive,positive,,positive,,,
"Very nice product, well worth the money. Very fast delivery time #501",,,,positive,,positive,
"Very nice item, carefully packaged Delivery took a while Jeiekendndkk",,,,,,negative,positive
"Beautiful color lipstick, suitable for winter, smooth texture, fragrant, soft lips",,positive,positive,,positive,,
"Delivery of all goods is also faster than orders in the city ? beautiful lipstick, beautiful color and fragrant scent",,,positive,,positive,positive,
"The shop's packaging is beautiful, the products are very good quality, sir because there are no photos huhu",,,,,,,positive
"The product is very good and the delivery took a while due to the epidemic, so please understand. The packaging is definitely fine",,,,,,neutral,positive
"The lipstick great but it doesn't last very long? because it's an international product so delivery took a while? the lipstick is very beautiful, thank you shop?",negative,,positive,,,negative,
"The color of the lipstick is very beautiful, the quality is beautiful, the smell is not very fragrant, but for the money it is very good",,positive,negative,positive,positive,,
The color is so beautiful,,,,,positive,,
"When I first opened the lipstick, the plastic smell was a bit bad, but I left it overnight and it went away. The quality of the lipstick is ok. When I first tested it, the plastic smell was very but after a while it subsided and there was a rather orange scent, quite unpleasant, so please consider it. nma the price is too reasonable for a lipstick so I can't ask for anything more ^^",,positive,negative,positive,,,
"I bought color 102 mainly to enhance the color of the lining, but using this color is very picky on my skin",,,,,neutral,,
"Color 105 is very beautiful, 103 is not like the picture but still beautiful, suitable for western makeup tones",,,,,positive,,
"Good product, sturdy plastic body, chocolate scent, beautiful color on the hand. If you want it to be as beautiful on the lips as on the hand, the lips must not be dry and must be applied many times. After testing, it is easy to wipe off. I don't know if it will disappear when eaten. The shop also gives a free mask. The photos are real photos and the video must be included for 200 coins.",negative,,positive,,positive,,
"Công d?ng: hàng ?p x?u giao hàng nhanh shipper thân thi?n Texture: beautiful, durable, easy to spread. Color fastness: good.",positive,positive,,,,positive,
"The image is not related but because the product has not been photographed yet. The lipstick is cheap and the color is beautiful. I like it and will support the shop more. As for the quality, you will have to use it for a long time to know",,,,positive,positive,,
Bought so many times from The skin food. This time delivery was a bit slow but it's ok.,,,,,,negative,
"The color is so pretty, I highly recommend everyone to buy it I don't really like the smell, it more like fruit",,,negative,,positive,,
"Relatively fast delivery, product securely packaged",,,,,,positive,positive
"Bbia color 25 is the best product, there is no need to say much about its excellence",,,,,positive,,
"Translated but shipped very quickly. When opened, the lipstick is super good and fragrant. When applied to the lips, it dries quickly, softens the lips, and the durability is unquestionable.",positive,positive,positive,,,positive,
Product quality is good Pack the product beautifully and securely The shop serves very well,,,,,,,positive
"Product quality is right for the money, product packaging is very good",,,,positive,,,positive
The color is pretty but it's not matte. I can't imagine it,negative,,,,positive,,
Son really likes it. Looking for a sale at a cheap price but with great quality. Lipstick is always smudged,positive,,,positive,,,
"The lipstick is not as matte as advertised, the lipstick good, ok The image is for the purpose of receiving coins",negative,,positive,,,,
The lipstick color is very beautiful and the lipstick is smooth and does not dry the lips,,positive,,,positive,,
"The lipstick is smooth, doesn't dry the lips, easy to wear, beautiful packaging, not the same color as the",negative,positive,,,negative,,positive
Pack the product well. Color 941 will look better on white skin. But the lipstick smell is a bit weird :( Give 9/10 VND,,,negative,,neutral,,positive
"Beautiful color, neatly packaged",,,,,positive,,positive
Correct delivery. Very assured about the product. There is a full expiration date label on the lipstick,,,,,,positive,
"Relatively fast delivery, carefully packaged, bought as a gift so no specific pictures",,,,,,positive,positive
"Fast delivery, smooth lipstick, easy to spread, very fragrant, especially the price is cheap but the quality is very great",,positive,positive,positive,,positive,
I don't think cheap lipstick has such a beautiful color. The lipstick is smooth but will feel a bit tight on the lips but still beautiful,,positive,,positive,positive,,
"Delivery took a while due to the epidemic, so it is acceptable that the lipstick color is beautiful. Correct color, 5 stars",,,,,positive,negative,
shop deliver and pack carefully…,,,,,,positive,positive
It took a while but the lipstick is beautiful and the shell is so cute hehe it's,,,,,,negative,
Beautiful lipstick color,,,,,positive,,
"Looking for a sale so I bought 4 for less than 200, I really like it. Have bought many times already.",,,,positive,,,
The packaging took a long time but the delivery was extremely fast…,,,,,,positive,negative
Carefully packaged and delivered quickly. Very smooth and fragrant lipstick,,positive,positive,,,positive,positive
"Matte lipstick with beautiful color and feels good to buy, long lasting smsh sgzjx price",positive,,,,positive,,
"Delivery is a bit long, more than 1 week to receive, lipstick like wet wood but for the price it's OK :((",,,negative,positive,,negative,
"Fast delivery, correct model, haven't tried it yet. I'll support the shop more",,,,,,positive,
Lipstick color is up to standard. But the lipstick is dry. You have to condition your lips very well to use it,,negative,,,positive,,
I bought it as a birthday gift so I haven't tested it yet but the price is ok and the color is pretty,,,,positive,positive,,
"Fast delivery, carefully packaged, haven't opened yet so don't know yet but at this price it's quite good",,,,positive,,positive,positive
"It's so pretty, I haven't tried it yet so I don't know how the quality is. Beautiful product packaging",,,,,,,positive
"The lipstick is very good, the outer shell is pretty, the lipstick is a bit small, the color is like on the photo, the material is smooth, easy to erase, the left is 403, the right is 402, delivery took a bit long because it's qte nma product, very suitable for the price, the color is pretty on the lips (the vid on the side receiving a lost coin is related to the lipstick) uwu",,positive,,positive,positive,negative,
"Beautiful lipstick, pretty color. The lipstick is very matte, everyone. The store also gave me a tube of lip balm. Thank you store, I will buy more products from the store",positive,,,,positive,,
"Beautiful product, fragrance is not too beautiful color, well packaged, recommended to buy",,,positive,,positive,,positive
"The goods were delivered very quickly, the color is very beautiful, the product is definitely not broken",,,,,positive,positive,positive
"The lipstick does not cover very well, the lipstick is a bit dry, but for that price it is quite reasonable compared to other lipsticks with higher prices.",,negative,,positive,,,
The video image is not very relevant but the lipstick color is really beautiful and the delivery was very fast.,,,,,positive,positive,
"Delivery took a while, packaged carefully, color is a bit brighter than the cheap photo",,,,positive,neutral,negative,positive
Product same as described Fast delivery …,,,,,,positive,
"Beautiful, smooth lipstick, fast delivery, good product, thank you store",,positive,,,,positive,
kha la ok mui thom,,,positive,,,,
Full delivery of lipstick and free eyeliner pencil ? Buy from genuine page so feel secure,,,,,,positive,
"The lipstick has a fragrant scent and is easy to spread. When I take it out, it feels a bit clumpy, but it's suitable for the price and is a domestic lipstick. The product is carefully packaged and the shipper is enthusiastic.",,neutral,positive,positive,,positive,positive
"Was given as a gift by my lover so I immediately bought this one. The lipstick is very pretty, the color is so national, I bought it at the mall so I don't have to worry about fakes, fast delivery, you should buy it.",,,,,positive,positive,
"Fast delivery, product suitable for the price, clean and neat packaging",,,,positive,,positive,positive
"The lipstick color is beautiful but it doesn't stick very well, luckily I use color locking lipstick and the color is beautiful kiki",negative,,,,positive,,
"Fast delivery, all shippers are ok, overall very good, rate 5 stars and get coins, thank you shop",,,,,,positive,
The store packed it carefully Delivery took a little while But getting the quality is difficult This is the first time to support the shop again,,,,,,negative,positive
"The color is beautiful, the lipstick is very fragrant, the packaging is good, and the delivery is fast",,,positive,,positive,positive,positive
"The lipstick is very smooth. The top products only take a while to arrive? Very good value, cheap and good",,positive,,positive,,negative,
"Beautiful lipstick, standard color, feels a bit heavy on the lips, has a light mint smell, feels sturdy in the hand, super long delivery",,negative,positive,,positive,negative,
"The shop packaged it very carefully, with a bag and protective film and a thank you letter. Will support for a long time",,,,,,,positive
"I advise you to buy it As soon as you receive the goods, you must peel them off immediately The lipstick is smooth and I really like it Nice color too The shop delivered the correct color 301, which is great Will support them to shop again",,positive,,,positive,,
"The lipstick is very pretty, delivery took a long time but it's okay, in return the color is beautiful, the price is cheap, I've ordered a lot from this shop and I'm very satisfied.",,,,positive,positive,negative,
"Great product, beautiful color, quality. Images and videos carry coins to receive coins",,,,,positive,,
"Colors 19 and 03 are both beautiful, fast delivery, I really like it hihihihihi",,,,,positive,positive,
"The lipstick is ok, the color is not as pretty as expected but the lipstick quality is nice, you should try it",,positive,,,negative,,
Pack carefully. The case is very beautiful and the product quality is very satisfactory. Delivery a bit slow,,,,,,negative,positive
"Beautiful lipstick, quite matte, OK color, cheap but good quality. Delivery a bit long",positive,,,positive,positive,negative,
"Third time buying, cheap and beautiful products, long-term support, full delivery",,,,positive,,positive,
"The color is okay but quite dry, not suitable for anyone with dry lips so use with lip balm",,negative,,,positive,,
"Beautiful color lipstick, cheap but quite good quality, sturdy product packaging",,,,positive,positive,,positive
"The lipstick quality is very good, soft and smooth",,positive,,,,,
"The lipstick color is beautiful, smooth, fragrant, long-lasting, delivery took a long time, probably due to the translation. Overall, I'm very satisfied",positive,positive,positive,,positive,,
"Beautiful lipstick, easy to color from luxury …",,,,,positive,,
"Both colors are beautiful. The lipstick is not too thick like the previous versions. Personally, I find color 25 the easiest to use",,neutral,,,positive,,
"The lipstick is a bit light, the color of 502 is quite standard, 505 is a bit brighter than in the picture. The lipstick is softer and smoother than the old line but still quite difficult to spread",,positive,,,positive,,
"Bought 3 colors, all colors are pretty :))) pretty fast delivery. Get the right color",,,,,positive,positive,
"Every time I buy it, I love the packaging. It looks very classy.. The lipstick is very smooth and the color is long-lasting..",positive,positive,,,,,
Uses: makes lips look more beautiful Texture: very eye-catching Color fastness: ***** The lipstick color is very beautiful. I bought this lipstick for the second time. It's very pretty and worth the money,neutral,positive,,positive,positive,,
"Uses: lipstick Texture: beautiful Color fastness: standard color I have received the goods, the shop packaged it well and delivered quickly",neutral,positive,,,positive,positive,positive
Fast delivery Pack the product securely The lipstick color is beautiful but sometimes difficult to apply This is the lipstick after eating The bag is beautiful Should buy ?,,negative,,,positive,positive,positive
Pack carefully Delivery is quite fast Medical products Quality unknown but satisfied :)))))),,,,,,positive,positive
"Maybe there was a border blockage so delivery took a while ? but the packaging was careful and the box was not dented, so I'm very happy. Bought as a gift so not sure how fast the color will be.",neutral,,,,,negative,positive
Beautiful lipstick color. Quality OK. Delivery time is a bit long…,,,,,positive,negative,
"At auction, you can buy lipstick at a good price, fast delivery, securely packaged",,,,positive,,positive,positive
"Uses: Beauty Color fastness: average Color V27 looks great on the lips, this color is very easy to use. Super fast delivery time as always",neutral,,,,positive,positive,
Uses: sOn new Texture: long Color fastness: unknown Bought it once and thought the color was pretty so I bought more,neutral,neutral,,,positive,,
"How many days have I been waiting for my true love to come back to me hihi ? Super quality lipstick just like Korean lipstick ? Mall products buy 1 get 1 free, super quality, beautiful from package to lipstick case ? FOCALLURE does not disappoint the fastidious ladies ? I hope the shop buys and sells well ?",,positive,,positive,,,
"The lipstick is okay, the lipstick like orange juice, the plastic shell outside has a very unpleasant smell. Delivery takes a while (video is for coin receiving purposes)",,,neutral,,,negative,
"Bbia lipstick color 25 is very pretty, looks white on skin and teeth, and comes with an extra eglip tube. Pack the goods very carefully. In general, very satisfied.",,,,,positive,,positive
"I heard reviews about long lasting lipstick but I think it's normal, easy to fade",negative,,,,,,
"The lipstick is very smooth, the color is not perfect but it's still beautiful, I wipe very hard but it still leaves a matte layer of lipstick.",positive,positive,,,positive,,
"Good products, delivered in the right model, good quality, will support the shop for a long time",,positive,,,,positive,
The lipstick is beautiful. International goods may take a little longer to deliver. The store packaged carefully. Enthusiastic shipper (Sr images and videos are unrelated),,,,,,neutral,positive
"I received the goods, the lipstick color is beautiful and matte. The shop packaged very beautifully and carefully, very good value for money, the shop provided good service",positive,,,positive,positive,,positive
Very fragrant and smooth,,positive,positive,,,,
"Light on the lips, not as fragrant as my previous stick, it's okay",,positive,negative,,,,
Use: Lipstick Texture: Smooth Color fastness: Quite ok Bought many times. Still as good as the original. The lipstick color is really beautiful huhu,positive,positive,,,positive,,
"The shop packed the goods very carefully, the lipstick packaging is beautiful. The video only illustrates how to receive coins",,,,,,,positive
"The product is cheap and beautiful, so everyone should buy it",,,,positive,,,
"Shop delivered in full, correct color. I haven't tested the lipstick yet so I don't know, but I'm curious because I heard good reviews",,,,,,neutral,
"It's very beautiful. If you have light to medium skin, I recommend using 402, 403 and 404. They are all very beautiful and easy to use. I usually apply a light base layer of 403, then apply 402 on the center of the lips and spread it evenly, the ombre effect is super beautifulpppppp, but when mixed like that, my teeth look very white with my skin, and the price is reasonable.",,,,positive,positive,,
"Delivery took a while, lip color is not very smooth but suitable for the price",,negative,,positive,neutral,negative,
Photos and videos are not related to the product Shipping took a while but the lipstick color is matte and pretty,positive,,,,positive,negative,
"The case is luxurious and smooth, I bought it for 96k so I'm very satisfied, it was shipped quickly, I bought it as a gift for a friend so I couldn't test the color.",,,,positive,neutral,positive,
"I have received the goods! The lipstick is beautiful, velvet quality like some Korean lipsticks. The thing is, you have to blend quickly or else the stain you wipe on will be darker so it won't be even",,neutral,,,,,
"When I first noticed the lipstick, I found that the color of the liquid lipstick was a bit dark even though I only applied a thin layer. The lipstick is very durable and suitable for party occasions. As for the students, you should choose a color that looks a little brighter red so that when you receive the goods, the color will look much better.",positive,negative,,,negative,,
"Delivery took a while, well packaged, beautiful packaging…",,,,,,negative,positive
"The color is fragrant and beautiful, very flattering on my skin.. it's true that it's national.. it's a mall product so don't be afraid of fakes.. will support more hihi",,,positive,,positive,,
"The shop packaged the goods carefully and the lipstick is very pretty. Should buy, everyone?",,,,,,,positive
"I already have a lot of Bbia 25 so I'm jealous of the sale to get more. I managed to sell 3 bars ? on the same day, only 1 bottle arrived, you will see my next 2 reviews.",,,,positive,,,
"Son is ok. Delivery took a while but it's okay because in return it's a nice, smooth lipstick ? At this price range, this lipstick is ok.",,positive,,positive,,negative,
"It lasts a long time on my lips, maybe it's because my lip pigmentation isn't good, so how do I apply it? Fast delivery (4days)",neutral,,,,,positive,
sonnn is super cute Looking for more sales so only 75k left The shop packaged the goods very carefully The shiper is so adorable?,,,,positive,,positive,positive
"The lipstick color is not brown like the picture, apply more purple, but you can mix it with other color merzy",,,,,negative,,
"403 is the best, I have 402 and 404 but 403 is still the best",,,,,neutral,,
I ordered 2 lipsticks at the shop but the lipstick was not as shiny as the picture and the cream lipstick was very satisfactory but the shop packaged it carefully.,,,,,,,positive
Slightly smaller than expected The product is suitable for the price in general it's okay International shipping takes about 10 days okikokokikokokokokokokokoko,,,,positive,,neutral,
"The product has good quality, reasonable price, fast delivery, nice packaging",,,,positive,,positive,positive
"Received the goods from the shop. But I didn't know how clever it was, I forgot to wear lipstick in the morning, my face looked incredibly pale, I was bored and suddenly the delivery guy brought the package over, I cried tears of joy. First time buying from the shop because I just knew about the shop but I'm so satisfied. 3 more orders are coming in. I don't know if I got the gift as promised by the store?",,,,,,positive,
"Uses: beautiful Texture: smooth Color fastness: good The lipstick has a very sicula scent, applies lightly to the lips, is smooth, and has a very beautiful color. Super pleased",positive,positive,positive,,positive,,
"The color is pretty and it good ? The shop packed it very carefully and delivered the right color. Everyone should buy it, it so good ?",,,positive,,positive,,positive
The color is so cute Get the right color Hold on for a long time 10,positive,,,,positive,,
"The lipstick color is beautiful, delivery time is a bit long, the included lip gloss is also very pretty",,,,,positive,negative,
Great product…quad color is beautiful..mmmmmmmmmmmmmm,,,,,positive,,
"Carefully packaged, beautiful colors",,,,,positive,,positive
International shipping but fast shipping. Beautifully designed products. Haven't tried it yet,,,,,,positive,
"Oh, the packaging is super good, the lipstick color is amazing, and there's also such a cute card.",,,,,positive,,positive
"Uses: standard, beautiful color Texture: thick Color fastness: after eating, the lipstick only fades a little The lipstick like grapes, very fragrant, the lipstick is thick but easy to spread, the color is perfect ? very flattering to the skin.",neutral,positive,positive,,positive,,
"Pretty lipstick, pretty color",,,,,positive,,
"The lipstick is beautiful and the color is ok, but it easily washes off",negative,,,,positive,,
"The lipstick is very beautiful, when opened there is a light fragrance, the texture is smooth, the color is beautiful",,positive,positive,,positive,,
"I saw a lot of reviews so I decided to buy it, but the store sold it ok. The price is suitable for sale, which is very good, and the shop also gives away eye masks and makeup remover cotton, but the delivery takes a bit long, but it's not good.",,,,positive,,neutral,
"Good quality delivery, very The image is for coin recognition purposes only",,,,,,neutral,
"Can be found at a cheap price, and the smell is also fruity. It doesn't last long",negative,,positive,positive,,,
"Fast delivery, complete delivery, super sturdy packaging, very satisfied quality",,,,,,positive,positive
"Quality product, beautiful lipstick, first time buying from this shop and it's so unique, I like it…will support this shop next time ?",,positive,,,,,
"International products should take a long time to deliver, the lipstick color is beautiful but a bit dry on the lips, quite ok, worth buying",,negative,,,positive,negative,
Delivery time is very fast. Pack the product very carefully.,,,,,,positive,positive
Lipstick is both cheap and beautiful. The wait for every foreign product is a bit long. You should buy it,,,,positive,,negative,
"The lipstick is very beautiful, the color is very beautiful, everyone should try it, thank you store",,,,,positive,,
"The lipstick is good and the color is also beautiful. Because I ordered it as a gift, there are no pictures here. Fast delivery, well packaged Images are for coin purposes only",,,,,positive,positive,positive
Fast delivery. Very nice packaging. The product is worth trying,,,,,,positive,positive
"The lipstick is soft but velvety, but you have to moisturize your lips carefully or else it will show the lines. The velvet lid is very comfortable to hold. However, I asked a stupid question, why do foreign shops have Vietnamese cards? ?",,positive,,,,,
"Delivery is a bit slow, but well packaged. Try it out and you'll find it's worth the money",,,,positive,,negative,positive
"The lipstick is so beautiful, the color on the lips is also beautiful, it's so smooth and the color is perfect for the photo",,positive,,,positive,,
"Very fast delivery, thank you so",,,,,,positive,
I gave the lipstick as a gift so I got the tube from the shop as a gift and said it's a beautiful color,,,,,positive,,
"It takes a month to order to receive it. When applied to the lips, it's not as good as expected. The lipstick is matte but the color is a bit dull on the skin and the skin has a pink base. If you have dark skin, you should consider it.",positive,,,,negative,negative,
"The shop delivered quickly, packaged carefully, and also received a beautiful card, so pleased",,,,,,positive,positive
"Goods as pictured, beautiful colors, long-lasting matte, shop delivered relatively quickly",positive,,,,positive,positive,
Pretty lipstick color doesn't look like the picture,,,,,negative,,
"Beautiful lipstick color, reasonable price. Very suitable to buy. Fast delivery…",,,,positive,positive,positive,
"Packaged carefully and beautifully, but when applied to the hands it's very nice, but when applied to the lips, it's a bit ugly. I don't think it's suitable for soaked skin.",,,,,negative,,positive
"Texture: creamy Color fastness: quite good Fast delivery, lipstick exactly as described Skin-toning color, light fragrance",positive,neutral,positive,,positive,positive,
"Oh my gosh, this lipstick is so pretty. I bought the color V23 and tried it to get a really good color The lipstick is smooth and doesn't last long. Skin-toning color. The lipstick has a light scent too",negative,positive,positive,,positive,,
"The lipstick color is very pretty, fast delivery too. Images are for illustration purposes only ?",,,,,positive,positive,
"The color is very beautiful, the packaging is sturdy, the quality is top notch, okkk",,,,,positive,,positive
The lipstick color is a bit brighter than I thought so those with darker skin should consider before buying,,,,,neutral,,
"In my opinion, the lipstick doesn't have a scent, so delivery takes longer",negative,,negative,,,negative,
"The goods arrived quickly, the lipstick color is very accurate, the price is very affordable.",,,,positive,positive,positive,
"I have bought lipstick many times at the shop and it is very reputable. I will continue to support the shop. According to my feelings, I feel happy that the lipstick looks a bit like chocolate, the color is very beautiful ? Shipper is funny and cute",,,,,positive,positive,
Beautiful smooth lipstick The color is so beautiful ? Great product quality ?,,positive,,,positive,,
Okila products. Shop delivers quickly. Thank you shop ?,,,,,,positive,
"The lipstick is so soft and smooth on the lips, everyone. The shop even sent a thank you card, so cute",,positive,,,,,
"I've known about the company for a long time but just tried it today. The design is quite pretty and luxurious, 10 points for appearance. The lipstick is also relatively matte, not as matte as I imagined. Color up ok. The smell is not very fragrant. In conclusion, I'm satisfied with that price ?",neutral,neutral,negative,positive,positive,,
"Good product, should buy beautiful color lipstick that doesn't dry lips hihihahahahahahhahahahhahahahahahahahahahahahahahahahhaah",,positive,,,positive,,
"The lipstick is smudged, not as beautiful as I expected, the color is fine on the lips, …,…",,negative,,,positive,,
Buy two and get a bar and both bars are beautiful. 3 lipsticks less than 300k…,,,,positive,,,
"The lipstick is so beautiful, the quality is very good, the lipstick is long lasting iii",positive,positive,,,,,
The lipstick color is super pretty and the matte finish is a bit dry with a hint of pumpkin little? ?,positive,negative,,,positive,,
"The lipstick is very pretty, it dries quickly so you have to take care of it first, the color is beautiful, I chose two colors, 404 and 501, suitable for all skin types, so I bought it.",,neutral,,,positive,,
"The lipstick is smooth, the color is perfect, flattering to the skin, very suitable for all skin types, everyone should buy it",,positive,,,positive,,
"International goods are currently being translated so delivery may take a bit longer. But still 8 days faster than expected: 3 I'm so satisfied. Code checked! Genuine product, you should buy: 3 smooth lipsticks with beautiful color but it doesn't look matte! Hunting for sale so the price is reasonable",negative,positive,,positive,positive,positive,
beautiful color,,,,,positive,,
"The delivery took a long time, but in return the color is so beautiful…at first the lipstick is greasy and uncomfortable, but after a while it becomes smooth…but the color washes off easily…overall great.",negative,positive,,,positive,negative,
"Uses: This color is suitable as a lining Texture: Not very smooth, leaves lip lines Color fastness: Good The lipstick has a chocolate scent Goods are packaged carefully and securely. Cheap price, quality suitable for students",positive,negative,positive,positive,neutral,,positive
"Standard color product, long lasting, beautiful, fast shipping, securely packaged. 111111122232233433334445667778888999990009",positive,,,,positive,positive,positive
"The luxury is so smooth and soft. Should buy. Cheap, worth the money hehe",,positive,,positive,,,
"The lipstick color is so beautiful, you should buy it",,,,,positive,,
"Beautiful color, well with darker lipstick for a very beautiful color, quite cheap price",,,,positive,positive,,
"It's so beautiful, I really like it, it like chocolate, I really like it kkkk",,,positive,,,,
"Color fastness: long lasting Use: lipstick Texture: smooth cream The design is very beautiful, I haven't used it yet but I think the color will last long",positive,positive,,,,,
"Bought this lipstick and I really like it. Even when applied to dry lips, it's still very soft and smooth without showing the lip lines. Color 501 is on trend?",,positive,,,positive,,
"I don't really like the quality of the lipstick, but for the price it's reasonable",,negative,,positive,,,
