text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score,stayingpower_importance,texture_importance,smell_importance,price_importance,colour_importance,shipping_importance,packing_importance
"bought the soup on sale so the price is so cheap, the lipstick is very fragrant and soft on the lips",positive,0.7602,None,positive,0.7542,positive,positive,0.852,positive,positive,0.8523,positive,positive,0.8021,None,positive,0.5833,None,positive,0.8475,None,negative,0.4937,0.1432,0.144,0.1423,0.1421,0.1432,0.1442,0.141
"color fastness: beautiful color, durable, but very dry :))))))))))))))))))))))))))))",positive,0.5224,positive,negative,0.8341,negative,positive,0.5182,None,positive,0.7313,None,positive,0.5888,positive,positive,0.3857,None,positive,0.5041,None,negative,0.494,0.1432,0.1283,0.1443,0.1523,0.146,0.1431,0.1429
"the lipstick is very bright, very worth it hehe, because the lipstick is stored away so it's not convenient to wear the bright color hehe",positive,0.6256,None,positive,0.6283,None,positive,0.7806,None,positive,0.7854,positive,positive,0.4855,positive,positive,0.5636,None,positive,0.7569,None,negative,0.4933,0.1443,0.1447,0.1428,0.1418,0.1423,0.1438,0.1403
"the lipstick is very beautiful, everyone, it's worth the money, everyone should buy it jfjdjdjdjfjdjdjfjfjfjfhf",positive,0.7996,None,positive,0.7659,None,positive,0.8965,None,positive,0.8843,positive,positive,0.8891,None,positive,0.6056,None,positive,0.8795,None,negative,0.494,0.1431,0.1438,0.1424,0.1423,0.1433,0.1439,0.1412
"i can't believe this one has 99 branches. firstly, the packaging is very good. second, this girl's color is so pretty that it makes me want to cry. the lipstick is smooth and fragrant. you should buy it, everyone",positive,0.7522,None,positive,0.7092,positive,positive,0.8701,positive,positive,0.8518,positive,positive,0.8276,positive,positive,0.5931,None,positive,0.8576,positive,negative,0.4939,0.1433,0.1441,0.1423,0.142,0.1432,0.144,0.141
"pack the product very carefully, product quality is great.",positive,0.7611,None,positive,0.6886,None,positive,0.8687,None,positive,0.8646,None,positive,0.8361,None,positive,0.6884,None,positive,0.8489,positive,negative,0.4935,0.1433,0.1441,0.1424,0.1422,0.1432,0.1438,0.141
use: lipstick texture: cream receive medicine quickly packaging is ok nsnnsnxnxndnndhshdbdb,neutral,0.4476,None,neutral,0.5515,neutral,positive,0.6156,None,positive,0.7202,None,positive,0.5199,None,positive,0.8117,positive,positive,0.6622,positive,negative,0.4949,0.1441,0.1464,0.1411,0.1424,0.1421,0.1449,0.1389
"quality product, beautiful lipstick color! in general, it is luxurious - genuine - smooth! worth the money!",positive,0.8068,None,positive,0.7951,None,positive,0.8817,None,positive,0.8713,positive,positive,0.8633,positive,positive,0.5721,None,positive,0.8705,None,negative,0.494,0.1431,0.1438,0.1423,0.1422,0.1433,0.1443,0.1411
"i like this color belly and the lipstick is fragrant and soft, so the lipstick case is also beautiful",positive,0.7875,None,positive,0.7873,positive,positive,0.8727,positive,positive,0.8764,None,positive,0.8602,positive,positive,0.6588,None,positive,0.8697,None,negative,0.4934,0.1431,0.1438,0.1424,0.1422,0.1433,0.144,0.1412
"uses: lipstick texture: beautiful color fastness: ok product ok, i should buy vhjyukkilllkjbccd ffcgtrhy",positive,0.5731,positive,neutral,0.5321,positive,positive,0.8057,None,positive,0.8082,None,positive,0.7498,None,positive,0.6381,None,positive,0.816,None,negative,0.494,0.1447,0.1458,0.1417,0.1413,0.1432,0.1431,0.1402
"bbia is still the best, everyone reasonable price, smooth lipstick, pretty color, super fragrant lipstick",positive,0.8031,None,positive,0.7939,positive,positive,0.872,positive,positive,0.8704,positive,positive,0.8633,positive,positive,0.5842,None,positive,0.8647,None,negative,0.4938,0.1431,0.1438,0.1422,0.1423,0.1433,0.1442,0.1411
"delivery took a while, hix, the color is nice, not matte, it's okay, can be used as cheek color :)))))",negative,0.7845,negative,positive,0.4685,None,positive,0.5958,None,positive,0.7645,None,positive,0.7008,positive,negative,0.6855,negative,positive,0.6089,None,negative,0.4883,0.1299,0.144,0.1473,0.1521,0.1485,0.1334,0.1449
"delivery is extremely long. beautiful lipstick color. soft, smooth material that holds color for a long time",positive,0.5793,positive,positive,0.7625,positive,positive,0.7907,None,positive,0.7985,None,positive,0.8655,positive,negative,0.7774,negative,positive,0.7527,None,negative,0.4899,0.1431,0.1475,0.1464,0.1464,0.148,0.1253,0.1432
"the lipstick is so pretty, it's small but smells great and the color is quite beautiful pictures and vids are just to get coins",positive,0.7475,None,positive,0.6779,None,positive,0.8854,positive,positive,0.8671,None,positive,0.8434,positive,positive,0.5688,None,positive,0.8584,None,negative,0.4944,0.1435,0.1441,0.1424,0.1421,0.1432,0.1438,0.1409
"packed securely and carefully, the lipstick has a beautiful color but is quite drying on the lips",positive,0.639,None,negative,0.773,negative,positive,0.5489,None,positive,0.7441,None,positive,0.6689,positive,positive,0.4846,None,positive,0.5677,positive,negative,0.4933,0.145,0.1282,0.1432,0.1505,0.1465,0.1443,0.1424
"the color of this one is ok, my friends, the delivery is quite fast, the packaging is well packaged so you should try it too ??",positive,0.7403,None,positive,0.7137,None,positive,0.7751,None,positive,0.8715,None,positive,0.8796,positive,positive,0.9367,positive,positive,0.8496,positive,negative,0.4922,0.1417,0.1439,0.1421,0.1427,0.1437,0.1443,0.1416
"the price is a bit long, but the color is okay. i bought it on sale so i feel satisfied",positive,0.5708,None,positive,0.7457,None,positive,0.7878,None,positive,0.7972,positive,positive,0.854,positive,negative,0.7934,negative,positive,0.7414,None,negative,0.4902,0.1429,0.1473,0.1467,0.1466,0.1481,0.1251,0.1432
fast delivery. shipper is friendly and enthusiastic. pack the product securely????,positive,0.7458,None,positive,0.715,None,positive,0.7768,None,positive,0.874,None,positive,0.8834,None,positive,0.9369,positive,positive,0.8556,positive,negative,0.4922,0.1418,0.1439,0.1421,0.1427,0.1437,0.1442,0.1417
"good lipstick, beautiful color but too lazy to take pictures ?????????????????????????????? long delivery",positive,0.4664,None,positive,0.654,None,positive,0.7501,None,positive,0.7864,None,positive,0.8221,positive,negative,0.7932,None,positive,0.6777,None,negative,0.4895,0.1394,0.1461,0.1476,0.1483,0.1489,0.1266,0.1431
"matte lipstick, smooth, beautiful color !!??awwwwwwwwwwwwwwwwwwwwwwwwwww",positive,0.8069,positive,positive,0.8047,positive,positive,0.8644,None,positive,0.8678,None,positive,0.8628,positive,positive,0.6163,None,positive,0.8621,None,negative,0.4936,0.1429,0.1438,0.1422,0.1423,0.1433,0.1443,0.1411
the lipstick is beautiful but it takes a long time hd js jxndksnxkenks d. students go djdbbdkdnb,positive,0.5155,None,positive,0.6717,None,positive,0.7447,None,positive,0.7761,None,positive,0.8076,None,negative,0.806,negative,positive,0.6765,None,negative,0.4902,0.142,0.1466,0.1472,0.1476,0.1484,0.1258,0.1425
fast delivery. the lipstick is very good quality. the color is very satisfactory. will continue to support this shop ??,positive,0.7723,None,positive,0.7302,None,positive,0.7974,None,positive,0.8778,None,positive,0.8991,positive,positive,0.9328,positive,positive,0.8639,None,negative,0.4924,0.1421,0.1439,0.1421,0.1426,0.1437,0.144,0.1417
quality lipstick that doesn't dry out your lips smooth lipstick quality will continue to support next time,positive,0.781,None,positive,0.7568,positive,positive,0.8612,None,positive,0.8439,None,positive,0.8088,None,positive,0.5391,None,positive,0.8462,None,negative,0.4942,0.1433,0.144,0.1423,0.1419,0.1433,0.1445,0.1408
"the product was delivered relatively quickly without any dents. delivered exactly what was ordered, thank you store",positive,0.6241,None,positive,0.5839,None,positive,0.6706,None,positive,0.8268,None,positive,0.7812,None,positive,0.9246,positive,positive,0.7591,None,negative,0.4916,0.1393,0.1441,0.1415,0.1439,0.144,0.146,0.1413
"fast delivery, carefully packaged, genuine color, really like it ??????????????",positive,0.7466,None,positive,0.7223,None,positive,0.7867,None,positive,0.8759,None,positive,0.8979,positive,positive,0.9285,positive,positive,0.8606,positive,negative,0.4922,0.1419,0.1439,0.1421,0.1427,0.1437,0.1441,0.1417
the color is a bit dark the color is a bit dark the color is a bit dark the important thing is said 3 times,positive,0.4403,None,positive,0.5303,None,positive,0.5088,None,positive,0.6489,None,negative,0.5235,negative,negative,0.3728,None,positive,0.5449,None,negative,0.4923,0.1446,0.1446,0.1457,0.1461,0.1357,0.1405,0.1428
the lipstick is soft and very smooth and the color is so beautiful million likes for the shop,positive,0.8174,None,positive,0.8223,positive,positive,0.8821,None,positive,0.8795,None,positive,0.8775,positive,positive,0.6178,None,positive,0.8766,None,negative,0.4936,0.1429,0.1437,0.1423,0.1423,0.1433,0.1442,0.1412
uses: beautiful lipstick color texture: beautiful color fastness: not tested yet fekfjenwndje wears lipstick very beautifully,neutral,0.6127,neutral,neutral,0.7254,positive,positive,0.6153,None,positive,0.677,None,positive,0.4998,positive,positive,0.4679,None,positive,0.6511,None,negative,0.4971,0.1476,0.149,0.1411,0.1408,0.1437,0.1399,0.1379
"lipstick dries quickly causes dry lips. when opened, the lipstick body is shiny like applying grease shop delivered missing goods because of the enthusiastic shipper, i gave it two stars instead of one star",positive,0.4753,None,negative,0.8634,negative,positive,0.4655,None,positive,0.7074,None,positive,0.5018,None,negative,0.4825,neutral,positive,0.4808,None,negative,0.495,0.1429,0.1289,0.1446,0.1538,0.145,0.1413,0.1436
"the quality of the lipstick is ok and the smell is ok... in general, you should buy it.....",positive,0.7916,None,positive,0.7699,positive,positive,0.8523,positive,positive,0.8483,None,positive,0.8124,None,positive,0.586,None,positive,0.8474,None,negative,0.4939,0.1433,0.1439,0.1422,0.142,0.1433,0.1444,0.1409
"wow, the price is cheap but the quality is not cheap the lipstick has the right color on the lips, smooth texture, not powdery like some korean lipsticks like black rouge tarot ver is a typical example ?????? so pretty i'm thinking about buying another color 02. highly recommend everyone to buy this product immediately",positive,0.6553,None,positive,0.7628,positive,positive,0.7932,None,positive,0.8245,positive,positive,0.6496,positive,positive,0.5441,None,positive,0.7727,None,negative,0.4913,0.1411,0.1447,0.1425,0.1431,0.1427,0.1453,0.1406
"the color is beautiful but the lipstick is dry and doesn't smooth the lips, it's ok to apply on the lips. for now ahaavwhjnsbsnanbsvsjwknwbs",positive,0.4966,None,negative,0.8743,negative,positive,0.4878,None,positive,0.7457,None,positive,0.5836,positive,negative,0.4527,None,positive,0.5331,None,negative,0.4939,0.1424,0.128,0.1441,0.1537,0.1462,0.1416,0.1441
"the lipstick color is beautiful, delivery is fast. each lipstick easily washes off and does not stick to the lips",negative,0.8475,negative,positive,0.5132,None,positive,0.571,None,positive,0.8237,None,positive,0.7606,positive,positive,0.7492,positive,positive,0.6723,None,negative,0.4884,0.1248,0.143,0.1424,0.1497,0.1468,0.1499,0.1434
beautiful color. should buy. fragrant........ .........................,positive,0.8052,None,positive,0.7754,None,positive,0.8855,positive,positive,0.8792,None,positive,0.8877,positive,positive,0.5911,None,positive,0.8702,None,negative,0.494,0.143,0.1438,0.1423,0.1424,0.1433,0.144,0.1411
"son is ok. delivery took a while but it's okay because in return it's a nice, smooth lipstick ?? at this price range, this lipstick is ok.",positive,0.5709,None,positive,0.7538,positive,positive,0.8099,None,positive,0.7991,positive,positive,0.8591,None,negative,0.7605,negative,positive,0.7583,None,negative,0.4899,0.1435,0.1476,0.1465,0.1461,0.1477,0.1255,0.143
"the color is beautiful, the lipstick is smooth and not sticky, the color is beautiful, i recommend buying it",negative,0.7826,None,positive,0.7531,positive,positive,0.5583,None,positive,0.8196,None,positive,0.7764,positive,positive,0.5678,None,positive,0.7041,None,negative,0.4871,0.1252,0.1486,0.1408,0.1478,0.1461,0.1486,0.1428
the lipstick color is very good. the image is for coin recognition purposes only. jjj,positive,0.7812,None,positive,0.7336,None,positive,0.8964,None,positive,0.8723,None,positive,0.8606,positive,positive,0.5229,None,positive,0.8663,None,negative,0.4947,0.1433,0.144,0.1424,0.1421,0.1433,0.144,0.141
"very beautiful color, delivered faster than i thought, carefully packaged the above images and videos are for symbolic purposes only. we hope everyone will sympathize",positive,0.6731,None,positive,0.6424,None,positive,0.7486,None,positive,0.8487,None,positive,0.794,positive,positive,0.9246,positive,positive,0.8063,positive,negative,0.4919,0.1415,0.1442,0.1421,0.1429,0.1435,0.1447,0.1411
very good lipstick!!! it's so delicious nx. nma scratched the body of the lipstick and it's a bit muddy :((,positive,0.6387,None,negative,0.6951,None,positive,0.5703,positive,positive,0.708,None,positive,0.6355,None,positive,0.4102,None,positive,0.5534,None,negative,0.4934,0.1458,0.1302,0.144,0.1495,0.1461,0.1425,0.1419
"fast delivery, carefully packaged, fragrant lipstick, haven't tested yet so don't know the quality of the lipstick, hope it suits.",neutral,0.632,None,neutral,0.5836,None,positive,0.5455,positive,positive,0.6998,None,positive,0.4315,None,positive,0.8014,positive,positive,0.6999,positive,negative,0.4967,0.1468,0.1468,0.1398,0.1413,0.1421,0.1439,0.1393
"the product is packaged very well, and the product quality is excellent??????????????",positive,0.7876,None,positive,0.7556,None,positive,0.8874,None,positive,0.8752,None,positive,0.8686,None,positive,0.6226,None,positive,0.8749,positive,negative,0.4938,0.1432,0.1439,0.1424,0.1422,0.1432,0.1439,0.1412
"the color above is color 402, quite similar to blackrouge's lipstick color and the color below is color 405, the two colors i bought are both flattering to the skin, the lipstick is very smooth.",positive,0.5922,None,positive,0.6343,positive,positive,0.7436,None,positive,0.7723,None,neutral,0.4413,positive,positive,0.4998,None,positive,0.7466,None,negative,0.4939,0.1445,0.145,0.1427,0.1417,0.1419,0.144,0.1403
"these two colors are super pretty, when you mix them together, they look so pretty. everyone should buy one for 36k when hunting for sale. (image for coin receipt purposes)",positive,0.7865,None,positive,0.7342,None,positive,0.8959,None,positive,0.8728,positive,positive,0.8694,positive,positive,0.5552,None,positive,0.8621,None,negative,0.4945,0.1432,0.144,0.1424,0.1422,0.1433,0.144,0.1409
"full delivery, beautiful lipstick, fragrant rose scent but not unpleasant",negative,0.5116,None,positive,0.7881,None,positive,0.4524,neutral,positive,0.8071,None,positive,0.6741,None,positive,0.7554,positive,positive,0.6914,None,negative,0.4875,0.1325,0.1481,0.1385,0.1463,0.1436,0.1489,0.1421
"this color is so lovely on the lips, it's ok to use every day",positive,0.8016,None,positive,0.7713,None,positive,0.8928,None,positive,0.8801,None,positive,0.8799,positive,positive,0.5935,None,positive,0.8744,None,negative,0.4941,0.1432,0.1438,0.1424,0.1422,0.1433,0.144,0.1411
the lipstick is beautiful and covers the lips but is a bit drying but the price is very reasonable,positive,0.5757,None,negative,0.8369,negative,positive,0.516,None,positive,0.7424,positive,positive,0.6352,None,negative,0.3937,None,positive,0.5447,None,negative,0.494,0.1442,0.1278,0.1435,0.1522,0.1468,0.1423,0.1431
s?n p?nh kha ok giao hanh nhanh okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk,positive,0.7693,None,positive,0.7536,None,positive,0.8713,None,positive,0.8651,None,positive,0.8595,None,positive,0.5869,positive,positive,0.8588,None,negative,0.4938,0.143,0.144,0.1423,0.1423,0.1433,0.1441,0.141
"the shop delivered quickly, the sale price was cheap, the color on the lips was smooth and not too dry.",positive,0.5738,None,positive,0.6397,positive,positive,0.6679,None,positive,0.82,positive,positive,0.7645,neutral,positive,0.9102,positive,positive,0.737,None,negative,0.4907,0.1371,0.1448,0.142,0.1442,0.1442,0.1465,0.1412
"the lipstick is smooth, the only difference is that it doesn't look like the picture when applied on the lips ??????????????????????????",positive,0.4597,None,positive,0.7835,positive,positive,0.5149,None,positive,0.7367,None,negative,0.4866,negative,positive,0.5944,None,positive,0.6188,None,negative,0.4883,0.1381,0.1481,0.1431,0.1455,0.1346,0.1485,0.1422
"fast delivery, carefully packaged the lipstick box is beautiful, the lipstick color is the same as the photo as for the quality of the lipstick, i haven't used it yet so i don't know how it is it's okay so buy it",neutral,0.5879,None,neutral,0.5444,neutral,positive,0.5615,None,positive,0.7331,None,neutral,0.4311,positive,positive,0.8352,positive,positive,0.7226,positive,negative,0.4964,0.1461,0.1462,0.1401,0.1415,0.1421,0.1442,0.1398
"beautiful lipstick with cheap price, worth buying, very good lipstick color ehehehheheehh",positive,0.8102,None,positive,0.7984,None,positive,0.8836,None,positive,0.8808,positive,positive,0.8852,positive,positive,0.5643,None,positive,0.8738,None,negative,0.494,0.1429,0.1438,0.1423,0.1424,0.1433,0.1441,0.1412
the lipstick has a beautiful color - smooth... i love it the little lipstick is so cute ????,positive,0.796,None,positive,0.7871,positive,positive,0.877,None,positive,0.871,None,positive,0.854,positive,positive,0.6204,None,positive,0.8654,None,negative,0.4937,0.1431,0.1438,0.1424,0.1422,0.1433,0.1442,0.1411
"uses: pretty, beautiful makeup color color fastness: temporary, fades quickly feel very good",negative,0.8186,negative,positive,0.4973,None,positive,0.6295,None,positive,0.7444,None,positive,0.6546,positive,positive,0.3535,None,positive,0.6316,None,negative,0.4877,0.1263,0.1471,0.1453,0.1488,0.1453,0.1437,0.1436
"personally, i find the lipstick to be very pleasant, covering the lip lines while also being moist and smooth with little movement:33",positive,0.6674,None,positive,0.7285,positive,positive,0.7672,None,positive,0.7875,None,positive,0.6174,None,positive,0.5555,None,positive,0.7746,None,negative,0.4923,0.143,0.1447,0.1421,0.1419,0.1428,0.1449,0.1405
"i've used this lipstick for 3 or 4 times now. the lipstick is soft and smooth. beautiful color. the downside is that it wears off quickly, drinking water or wearing a mask and it always sticks.",negative,0.8429,negative,positive,0.7162,positive,positive,0.5827,None,positive,0.8109,None,positive,0.6915,positive,positive,0.4936,None,positive,0.6716,None,negative,0.4879,0.1244,0.1486,0.1423,0.1487,0.1449,0.1482,0.143
"the lipstick is quite cheap, the color is also very pretty, but it wears off quickly, so everyone should buy it",negative,0.8765,negative,positive,0.5852,None,positive,0.6187,None,positive,0.8166,positive,positive,0.7602,positive,positive,0.4396,None,positive,0.6844,None,negative,0.4885,0.1242,0.1459,0.1439,0.1497,0.147,0.1453,0.1439
"lipstick looks like the picture, beautiful color, fast delivery, carefully packaged, overall good value for money",positive,0.7514,None,positive,0.7016,None,positive,0.7703,None,positive,0.8649,positive,positive,0.8782,positive,positive,0.9242,positive,positive,0.8454,positive,negative,0.4925,0.1422,0.144,0.142,0.1426,0.1436,0.1441,0.1415
"beautiful lipstick, fast delivery, carefully packaged, not very fragrant, but overall still ok",positive,0.5068,None,positive,0.7184,None,negative,0.3878,negative,positive,0.7183,None,positive,0.4591,None,positive,0.8574,positive,positive,0.6286,positive,negative,0.4916,0.1386,0.1476,0.1375,0.1449,0.1403,0.1491,0.1421
"the color is beautiful, but i find it fades quickly :v (pictures and examples are for coin-receiving purposes only)",negative,0.8834,negative,positive,0.4361,None,positive,0.5827,None,positive,0.7988,None,positive,0.6949,positive,negative,0.3524,None,positive,0.6551,None,negative,0.4888,0.1258,0.1422,0.1451,0.1516,0.1468,0.1434,0.145
"images are for illustration purposes only, the lipstick color is quite beautiful and natural, suitable for school or work",positive,0.7544,None,positive,0.6943,None,positive,0.8907,None,positive,0.8706,None,positive,0.8455,positive,positive,0.5781,None,positive,0.8687,None,negative,0.4943,0.1434,0.1441,0.1424,0.142,0.1432,0.1438,0.1411
"the color in the picture is different from the color tested on my hand, it's a weird pink color on my lips",positive,0.475,None,positive,0.5781,None,positive,0.5446,None,positive,0.6652,None,negative,0.4977,negative,positive,0.3876,None,positive,0.5747,None,negative,0.4916,0.1441,0.1457,0.1452,0.1453,0.1355,0.142,0.1422
"beautiful, girlfriend complimented it. since she painted her lips, it was like the first time i met her. so what made her, a sweet and gentle person, become a grumpy and difficult aunt ??",positive,0.6552,None,positive,0.5174,None,positive,0.7952,positive,positive,0.7909,None,positive,0.743,None,positive,0.4839,None,positive,0.7265,None,negative,0.4927,0.144,0.1439,0.1429,0.1431,0.1438,0.1428,0.1395
"i've known about focallure products for a long time, but now i see a lot of lipstick reviews on tiktok so i'm eager to buy it and try it out???? the lipstick smells like chocolate sometimes, but at first i didn't get used to it so i found it a bit uncomfortable ?? buy many items at the shop to get a discount and also get a free gift",positive,0.6051,None,negative,0.6515,None,positive,0.4547,negative,positive,0.6668,positive,positive,0.4246,None,positive,0.3868,None,positive,0.4896,None,negative,0.4942,0.1471,0.1326,0.1424,0.1499,0.1428,0.1438,0.1414
"texture: good color fastness: matte the lipstick is beautiful and matte, but the smell is a bit unpleasant and not fragrant.",positive,0.5849,positive,positive,0.5334,positive,negative,0.51,negative,positive,0.6005,None,positive,0.6217,None,positive,0.6387,None,positive,0.5713,None,negative,0.4948,0.1454,0.1472,0.133,0.1432,0.1448,0.1458,0.1406
"beautiful lipstick, correct color delivery the lipstick is beautiful, smooth, smells great, you should buy it",positive,0.7561,None,positive,0.7577,positive,positive,0.8771,positive,positive,0.8556,None,positive,0.829,None,neutral,0.4954,None,positive,0.8514,None,negative,0.494,0.1432,0.144,0.1422,0.142,0.1432,0.1446,0.1407
"matte lipstick in general is quite satisfied with this product because the price is also reasonable, beautiful packaging and fast delivery. pictures only show receipt of coins.",positive,0.5808,positive,positive,0.5962,None,positive,0.6605,None,positive,0.803,positive,positive,0.5968,None,positive,0.9115,positive,positive,0.7553,positive,negative,0.4934,0.1428,0.1447,0.1419,0.1426,0.1423,0.145,0.1407
the packaging is very nice. i also got 1 extra lipstick as a gift. i will buy again next time ????????,positive,0.7272,None,positive,0.6391,None,positive,0.871,None,positive,0.8511,None,positive,0.8007,None,positive,0.5669,None,positive,0.8489,positive,negative,0.4943,0.1436,0.1444,0.1423,0.1418,0.1432,0.1437,0.1409
"fast delivery, international goods received in 19 days, enough goods, shop also gave extra gifts",positive,0.7107,None,positive,0.6589,None,positive,0.7562,None,positive,0.8641,None,positive,0.8535,None,positive,0.9375,positive,positive,0.8278,None,negative,0.4922,0.142,0.144,0.142,0.1427,0.1436,0.1443,0.1414
"the voltage is also stable, the color is ok, the shell is beautiful and looks luxurious, and the price is cheap",positive,0.7505,None,positive,0.6956,None,positive,0.891,None,positive,0.8701,positive,positive,0.8614,positive,positive,0.6078,None,positive,0.8693,None,negative,0.494,0.1434,0.1442,0.1423,0.1421,0.1432,0.1438,0.1411
"very beautiful, very fast delivery, carefully packaged",positive,0.7319,None,positive,0.7102,None,positive,0.7647,None,positive,0.8709,None,positive,0.8865,None,positive,0.9341,positive,positive,0.8553,positive,negative,0.4921,0.1415,0.144,0.142,0.1428,0.1438,0.1443,0.1417
"delivery took a bit long but sympathize with the epidemic, lipstick quality is good, well packaged",positive,0.5506,None,positive,0.7332,None,positive,0.7752,None,positive,0.7874,None,positive,0.8522,None,negative,0.7911,neutral,positive,0.725,positive,negative,0.4901,0.1423,0.1472,0.1468,0.1468,0.1483,0.1255,0.1431
sphamm okkkkkk shop deliver and pack carefully............,positive,0.7431,None,positive,0.6662,None,positive,0.7972,None,positive,0.8582,None,positive,0.8292,None,positive,0.847,positive,positive,0.8427,positive,negative,0.4925,0.1428,0.1441,0.1421,0.1425,0.1433,0.144,0.1413
"the lipstick color is beautiful, the product is packaged carefully, you will only know if you like the product or not after using it :))",neutral,0.5604,None,neutral,0.552,None,positive,0.7309,None,positive,0.7544,None,positive,0.5187,positive,positive,0.5435,None,positive,0.7516,positive,negative,0.4959,0.1461,0.1464,0.1415,0.1411,0.1432,0.142,0.1397
"the lipstick color is not very beautiful, the lipstick is not smooth, it feels like a product mixed with cream from a spring store. first time purchase, no second time",negative,0.6599,None,negative,0.8286,negative,positive,0.4729,None,positive,0.7481,None,negative,0.5092,negative,negative,0.4344,None,positive,0.4961,None,negative,0.4939,0.1364,0.1311,0.1462,0.1558,0.1415,0.1444,0.1447
"the lipstick color is beautiful, tested on the lips and it's pretty but the smell is strange, not harsh nor chemical smell ???? ???????????",positive,0.6523,None,positive,0.6834,None,negative,0.6802,neutral,positive,0.6263,None,positive,0.7148,positive,positive,0.6203,None,positive,0.6118,None,negative,0.4927,0.1433,0.1471,0.1288,0.1452,0.1463,0.1471,0.1422
"delivered enough goods, hunting for sales so the price is cheap, the quality is not sure anymore, just give it a try ??????",neutral,0.3952,None,positive,0.5098,None,positive,0.583,None,positive,0.697,positive,neutral,0.3729,None,positive,0.4778,positive,positive,0.6244,None,negative,0.4919,0.143,0.1459,0.1433,0.1439,0.1388,0.1441,0.141
"shop is so thoughtful, products are ok, shipper is friendly, delivery is faster than i thought. the lipstick color is very beautiful, everyone. great!",positive,0.7429,None,positive,0.7177,None,positive,0.7782,None,positive,0.8689,None,positive,0.8829,positive,positive,0.931,positive,positive,0.8564,None,negative,0.4922,0.1419,0.144,0.142,0.1426,0.1437,0.1442,0.1417
"the color on the left is 402, the color on the right is 302, very beautiful color 402 is a bit darker color 302 is a bit bright",positive,0.4808,None,neutral,0.5311,None,positive,0.6976,None,positive,0.6864,None,neutral,0.4732,positive,positive,0.4164,None,positive,0.6918,None,negative,0.4964,0.1463,0.1467,0.1425,0.141,0.1434,0.1407,0.1394
the packaging is definitely very pretty and the lipstick was delivered quickly. the lipstick has a beautiful color,positive,0.7594,None,positive,0.7037,None,positive,0.7851,None,positive,0.8743,None,positive,0.8855,positive,positive,0.9337,positive,positive,0.8465,positive,negative,0.4924,0.142,0.1438,0.1421,0.1427,0.1437,0.1442,0.1414
beautiful colorpppppp beautiful shellhhh delivery very fastmmmm. you should buy it,positive,0.7277,None,positive,0.6787,None,positive,0.764,None,positive,0.8655,None,positive,0.8832,positive,positive,0.927,positive,positive,0.8418,None,negative,0.4921,0.1415,0.1441,0.1419,0.1428,0.1438,0.1443,0.1415
"delivery took a while, packaged carefully, design is quite cute ..",positive,0.5524,None,positive,0.735,None,positive,0.7887,None,positive,0.7981,None,positive,0.8612,None,negative,0.7848,negative,positive,0.7325,None,negative,0.4901,0.1422,0.1473,0.1468,0.1469,0.1483,0.1255,0.1431
the lipstick color is so pretty:>> soft on lips and very nourishing. fragrant scent,positive,0.8282,None,positive,0.818,positive,positive,0.872,positive,positive,0.8776,None,positive,0.8817,positive,positive,0.6963,None,positive,0.8678,None,negative,0.4933,0.1429,0.1438,0.1423,0.1424,0.1434,0.1441,0.1412
"uses: lipstick to soften lips and enhance skin tone texture: fragrant, pink tones color fastness: not matte, easy to fade delivery was a bit late, i waited 20 days, packaged carefully",negative,0.6479,negative,positive,0.4285,positive,positive,0.5847,positive,positive,0.6404,None,positive,0.5073,None,negative,0.6027,negative,positive,0.5331,positive,negative,0.4886,0.1335,0.1473,0.1476,0.1488,0.1445,0.1354,0.143
"the color is beautiful, the lipstick is smooth and smells like chocolate. it's cheap. you should buy it",positive,0.8084,None,positive,0.8134,positive,positive,0.8871,positive,positive,0.8765,positive,positive,0.8695,positive,positive,0.5728,None,positive,0.8751,None,negative,0.4938,0.1429,0.1437,0.1423,0.1422,0.1433,0.1443,0.1412
"delivery took quite a while, the lipstick is beautiful, the color is impeccable images and videos are for coin-receipt purposes",positive,0.5639,None,positive,0.7543,None,positive,0.7932,None,positive,0.7961,None,positive,0.8597,positive,negative,0.7749,negative,positive,0.7448,None,negative,0.49,0.1429,0.1474,0.1466,0.1465,0.1481,0.1255,0.1431
"beautiful lipstick, very pleased with delivery even though it is an international shop quality products are sold at cheap prices",positive,0.7668,None,positive,0.7134,None,positive,0.8216,None,positive,0.8703,positive,positive,0.8559,None,positive,0.8568,positive,positive,0.8505,None,negative,0.4927,0.1429,0.144,0.1421,0.1424,0.1434,0.1439,0.1413
"waiting in vain, the lipstick is super smooth, fragrant, lips are soft and not dry, next time i will support the shop ????",positive,0.6451,None,positive,0.8032,positive,positive,0.8307,positive,positive,0.7995,None,positive,0.8678,None,negative,0.6074,None,positive,0.8027,None,negative,0.49,0.1452,0.1469,0.1451,0.1445,0.1465,0.1289,0.1427
